chr,start,end,value
contig7,4832641,4833967,10
contig7,4835677,4845453,-10
contig7,4846725,4851374,-10
contig7,4852510,4853826,10
contig7,4854376,4854822,-10
contig7,4855882,4858578,-10
contig7,4861650,4864317,-10
contig7,4865998,4868632,10
contig7,4868859,4871975,-10
contig7,4872262,4875860,10
contig7,4877595,4879697,10
contig7,4881052,4882945,10
contig7,4883774,4885699,10
contig7,4887488,4889287,10
contig7,4891382,4892689,-10
contig7,4893897,4895175,10
contig7,4896432,4897244,-10
contig7,4898087,4902469,-10
contig7,4902882,4904219,-10
contig7,4904750,4907072,10
contig7,4912090,4917882,-10
contig7,4918767,4923895,10
contig7,4925941,4929138,-10
contig7,4929938,4939979,10
contig7,4940544,4942282,10
contig7,4943233,4946356,-10
contig7,4947259,4956364,10
contig7,4956996,4958410,-10
contig7,4960822,4966708,-10
contig7,4967618,4967857,10
contig7,4968483,4973726,10
contig7,4976645,4979547,10
contig7,4982080,4983659,10
contig7,4985131,4986828,-10
contig7,4988715,4990151,-10
contig7,4992170,4994997,-10
contig7,4995192,4995467,10
contig7,4996731,5008378,-10
contig7,5010179,5022627,-10
contig7,5022917,5025856,10
contig7,5027568,5029829,-10
contig7,5036318,5037025,-10
contig7,5039710,5043787,-10
contig7,5045114,5047449,10
contig7,5049973,5053897,10
contig7,5054492,5057440,-10
contig7,5057770,5060373,10
contig7,5061970,5065717,-10
contig7,5079540,5080907,-10
contig7,5081481,5082578,10
contig7,5083558,5084013,-10
contig7,5084276,5090854,10
contig7,5097157,5100000,-10
contig7,5101424,5105741,-10
contig7,5106302,5108163,10
contig7,5110117,5114124,10
contig7,5115612,5120634,-10
contig7,5120820,5123250,10
contig7,5123680,5125849,-10
contig7,5126076,5127661,10
contig7,5128706,5129762,-10
contig7,5130469,5133916,-10
contig7,5134892,5135932,-10
contig7,5136467,5138938,-10
contig7,5139175,5141025,10
contig7,5141893,5148507,10
contig7,5149345,5155028,10
contig7,5155608,5159260,-10
contig7,5162792,5166898,-10
contig7,5167880,5171975,-10
contig7,5172215,5173043,10
contig7,5174195,5174578,10
contig7,5175535,5177938,10
contig7,5178216,5179101,-10
contig7,5179789,5181799,10
contig7,5186712,5187953,-10
contig7,5187987,5189736,-10
contig7,5193739,5202170,-10
contig7,5204489,5207942,-10
contig7,5208168,5209601,10
contig7,5210502,5213244,-10
contig7,5213801,5216458,10
contig7,5217690,5220387,10
contig7,5221761,5224442,10
contig7,5231893,5236109,10
contig7,5240114,5241075,-10
contig7,5241143,5256626,10
contig7,5258455,5260160,10
contig7,5263282,5265113,10
contig7,5270096,5273178,-10
contig7,5275308,5276425,-10
contig7,5277023,5278462,10
contig7,5280304,5281971,-10
contig7,5282724,5284313,10
contig7,5286155,5287594,-10
contig7,5288101,5288837,10
contig7,5293369,5294719,10
contig7,5296123,5297050,-10
contig7,5297968,5305954,-10
contig7,5316841,5320660,-10
contig7,5322028,5329794,-10
contig7,5333567,5336126,-10
contig7,5336646,5339563,-10
contig7,5340916,5341626,-10
contig7,5342897,5350579,-10
contig7,5351802,5353723,-10
contig7,5354778,5362020,-10
contig7,5362436,5370128,10
contig7,5372177,5372999,-10
contig7,5374963,5377951,-10
contig7,5379695,5389020,-10
contig7,5389931,5391466,-10
contig7,5391933,5396050,10
contig7,5396525,5400972,-10
contig7,5401904,5404325,10
contig7,5405331,5409749,-10
contig7,5414008,5416817,10
contig7,5465406,5466605,10
contig7,5467537,5471854,-10
contig7,5475599,5477090,10
contig7,5478753,5479614,10
contig7,5483373,5486593,-10
contig7,5486830,5489156,10
contig7,5491868,5493325,-10
contig7,5494029,5499602,10
contig7,5503282,5507058,-10
contig7,5507290,5509581,10
contig7,5510002,5511637,-10
contig7,5512037,5512738,10
contig7,5515333,5519265,10
contig7,5524588,5528888,-10
contig7,5529391,5532731,10
contig7,5535245,5536987,-10
contig7,5537196,5540091,10
contig7,5541058,5541489,-10
contig7,5542110,5546053,10
contig7,5548103,5550312,10
contig7,5552195,5553375,10
contig7,5564244,5569617,-10
contig7,5571192,5577207,-10
contig7,5581891,5586545,-10
contig7,5591395,5593180,10
contig7,5599667,5600928,-10
contig7,5607667,5610040,-10
contig7,5612699,5613022,-10
contig7,5614894,5615970,-10
contig7,5616802,5619548,-10
contig7,5620778,5631631,10
contig7,5632712,5633741,-10
contig7,5635171,5636195,-10
contig7,5636941,5638887,10
contig7,5640334,5641797,-10
contig7,5642065,5643648,10
contig7,5670275,5673375,-10
contig7,5678501,5679880,-10
contig7,5683471,5684555,-10
contig7,5685378,5687193,-10
contig7,5687518,5691093,10
contig7,5691717,5692755,10
contig7,5694838,5708925,-10
contig7,5710622,5711198,10
contig7,5711960,5712543,-10
contig7,5712696,5713372,-10
contig7,5714085,5717632,10
contig7,5719354,5723117,10
contig7,5723738,5725116,-10
contig7,5726029,5731064,10
contig7,5735606,5737615,-10
contig7,5740729,5744408,10
contig7,5744927,5745757,-10
contig7,5746872,5748809,10
contig7,5750318,5752188,10
contig7,5753677,5755906,10
contig7,5756896,5759749,10
contig7,5762149,5764039,10
contig7,5764754,5770081,10
contig7,5770801,5774012,10
contig7,5774890,5776948,10
contig7,5778545,5779925,-10
contig7,5787778,5789973,10
contig7,5790757,5793653,10
contig7,5794731,5796782,-10
contig7,5796987,5798945,10
contig7,5799430,5802420,10
contig7,5803593,5804513,-10
contig7,5805190,5805697,-10
contig7,5806646,5809974,-10
contig7,5810633,5813738,10
contig7,5815108,5816907,10
contig7,5820040,5820936,-10
contig7,5821141,5824872,10
contig7,5825636,5827072,-10
contig7,5827720,5828325,-10
contig7,5828687,5829361,10
contig7,5834280,5837415,-10
contig7,5837652,5838566,10
contig7,5839242,5841895,10
contig7,5843710,5848206,-10
contig7,5848931,5850531,10
contig7,5864219,5865658,10
contig7,5867466,5869850,-10
contig7,5870009,5871045,10
contig7,5871139,5872746,-10
contig7,5872938,5874667,10
contig7,5875092,5875678,-10
contig7,5876420,5877940,-10
contig7,5878358,5880377,10
contig7,5880927,5882029,-10
contig7,5882342,5885828,10
contig7,5886910,5889050,10
contig7,5890328,5895048,10
contig7,5896716,5898581,10
contig7,5899413,5900422,-10
contig7,5901751,5903086,10
contig7,5908849,5910896,-10
contig7,5910939,5911967,-10
contig7,5913122,5916261,10
contig7,5916809,5919065,10
contig7,5919989,5928426,10
contig7,5930939,5931991,-10
contig7,5932525,5937983,10
contig7,5939135,5941545,-10
contig7,5943636,5946161,10
contig7,5947547,5948164,-10
contig7,5952338,5954607,-10
contig7,5956491,5956802,-10
contig7,5957728,5959195,-10
contig7,5959831,5964890,10
contig7,5966135,5972655,10
contig7,5978317,5980384,-10
contig7,5980985,5982830,10
contig7,5983603,5989387,-10
contig7,5989698,5990366,-10
contig7,5990522,5992913,10
contig7,5993382,5993693,10
contig7,5994555,5996179,10
contig7,6001254,6002497,10
contig7,6003405,6005262,10
contig7,6006214,6009822,-10
contig7,6013561,6015579,-10
contig7,6016214,6018321,10
contig7,6020361,6022517,10
contig7,6037577,6041371,-10
contig7,6042841,6044252,10
contig7,6045050,6047666,-10
contig7,6048174,6051263,10
contig7,6052295,6053442,-10
contig7,6055160,6055975,-10
contig7,6056410,6058292,10
contig7,6060195,6066749,10
contig7,6068973,6070363,10
contig7,6071577,6077663,10
contig7,6107404,6113085,-10
contig7,6115142,6116530,10
contig7,6116852,6118421,10
contig7,6119337,6121405,-10
contig7,6121455,6122737,-10
contig7,6123884,6126583,10
contig7,6127105,6128689,-10
contig7,6129655,6132703,-10
contig7,6133436,6135150,-10
contig7,6146088,6147363,-10
contig8,55305,56874,-10
contig8,61306,62806,-10
contig8,63408,64475,-10
contig8,66541,67886,-10
contig8,73375,76847,-10
contig8,77545,79246,-10
contig8,79497,82401,10
contig8,82975,85857,10
contig8,87883,89694,10
contig8,90912,94331,-10
contig8,96075,97463,-10
contig8,97945,99975,10
contig8,100990,101812,-10
contig8,102466,103277,10
contig8,104468,110273,10
contig8,111231,117870,-10
contig8,119603,120040,10
contig8,120554,122125,10
contig8,123312,126821,-10
contig8,127421,128981,10
contig8,129919,134131,-10
contig8,135174,136298,-10
contig8,137468,138115,10
contig8,140359,141959,-10
contig8,146216,147469,-10
contig8,147713,149456,10
contig8,150979,152784,-10
contig8,153356,155479,10
contig8,157717,158614,10
contig8,160146,162446,-10
contig8,162864,166665,10
contig8,168286,170079,-10
contig8,170346,171618,10
contig8,173135,175245,10
contig8,177628,179214,10
contig8,180193,183125,10
contig8,185304,186701,-10
contig8,187377,191161,10
contig8,194765,197137,-10
contig8,197322,199662,10
contig8,202112,204090,-10
contig8,205454,207395,10
contig8,208190,210755,-10
contig8,211052,214090,10
contig8,215281,219636,10
contig8,220400,224724,-10
contig8,231332,232301,-10
contig8,240644,243057,-10
contig8,243249,245137,10
contig8,249991,250446,10
contig8,251236,251784,-10
contig8,252602,255088,-10
contig8,255942,256751,-10
contig8,258266,264315,10
contig8,264657,265575,-10
contig8,268380,269364,-10
contig8,269767,271787,10
contig8,273413,275325,10
contig8,276527,277786,-10
contig8,281002,284820,-10
contig8,288621,289562,-10
contig8,291772,294614,-10
contig8,294896,295318,10
contig8,296570,297819,-10
contig8,299592,304329,10
contig8,306219,310463,-10
contig8,313188,314031,10
contig8,317264,318006,10
contig8,321761,322497,-10
contig8,322748,324212,-10
contig8,326505,329180,-10
contig8,329655,330405,10
contig8,331436,334227,10
contig8,335101,341397,10
contig8,357832,359364,10
contig8,361401,362795,-10
contig8,363075,366414,10
contig8,366670,368970,-10
contig8,369679,371227,-10
contig8,372014,373388,10
contig8,374248,376049,10
contig8,377240,379069,-10
contig8,379750,388089,-10
contig8,394733,397971,10
contig8,398305,399708,10
contig8,400113,402421,10
contig8,404520,409498,-10
contig8,410433,412860,10
contig8,413557,414093,-10
contig8,414325,417084,10
contig8,417721,419166,10
contig8,422110,425379,-10
contig8,431371,432917,10
contig8,433609,434626,10
contig8,441978,444128,10
contig8,445397,446742,-10
contig8,447226,451500,10
contig8,452361,454427,10
contig8,456902,457888,10
contig8,458999,460627,-10
contig8,461048,462265,10
contig8,465927,467578,10
contig8,475173,476374,10
contig8,484387,487666,-10
contig8,489160,493466,-10
contig8,494301,496700,10
contig8,501588,503957,-10
contig8,508305,510864,10
contig8,511591,512684,-10
contig8,512894,518337,10
contig8,519583,520636,-10
contig8,531367,531835,-10
contig8,533018,533914,10
contig8,534913,537305,-10
contig8,537963,543935,-10
contig8,547931,550607,-10
contig8,552554,555316,10
contig8,556316,558023,-10
contig8,558508,560445,10
contig8,564411,566110,-10
contig8,566642,571254,10
contig8,572621,575512,-10
contig8,578029,578781,10
contig8,593079,594105,10
contig8,594842,603004,-10
contig8,606417,607103,10
contig8,608554,611080,-10
contig8,612666,613689,10
contig8,615279,617300,10
contig8,633782,637898,-10
contig8,638611,642064,10
contig8,642739,653774,10
contig8,673867,675042,10
contig8,676193,678067,10
contig8,678658,684091,10
contig8,684664,686465,-10
contig8,686942,689486,10
contig8,690050,690959,-10
contig8,692487,697875,10
contig8,698692,710491,10
contig8,710606,718313,10
contig8,719380,724338,10
contig8,725607,729528,-10
contig8,730712,731233,-10
contig8,731476,732003,10
contig8,732535,734209,-10
contig8,735803,739690,-10
contig8,740246,742737,10
contig8,743641,745762,-10
contig8,746552,748264,10
contig8,751967,753475,-10
contig8,757231,761990,-10
contig8,762197,763513,10
contig8,764899,768211,-10
contig8,770864,774303,10
contig8,776143,778170,-10
contig8,779248,780192,-10
contig8,780885,783698,-10
contig8,784321,786989,-10
contig8,787342,788925,10
contig8,790072,792159,10
contig8,793462,795524,-10
contig8,796610,797230,-10
contig8,798216,800471,-10
contig8,801389,803787,-10
contig8,805506,807859,10
contig8,809336,811672,10
contig8,812679,815117,10
contig8,817919,818608,-10
contig8,824957,827651,10
contig8,828596,830913,10
contig8,831867,833879,-10
contig8,838856,841956,-10
contig8,847138,848430,-10
contig8,852794,853762,-10
contig8,857182,859244,-10
contig8,860980,863018,10
contig8,863936,865319,-10
contig8,866149,867171,-10
contig8,867643,873138,10
contig8,874110,877014,-10
contig8,883643,886373,-10
contig8,887372,888924,-10
contig8,891485,892400,-10
contig8,892983,895590,-10
contig8,897031,898206,-10
contig8,926537,931712,10
contig8,932129,935384,10
contig8,939728,941402,10
contig8,946352,948010,10
contig8,951053,954063,10
contig8,962108,965098,-10
contig8,968248,969723,-10
contig8,970105,972562,10
contig8,974007,974984,-10
contig8,975590,977302,-10
contig8,1002613,1003393,-10
contig8,1005089,1006045,-10
contig8,1007594,1008759,-10
contig8,1009165,1011576,10
contig8,1012278,1013483,-10
contig8,1014736,1021891,-10
contig8,1022832,1038388,10
contig8,1039840,1041133,-10
contig8,1042159,1042636,-10
contig8,1045245,1046129,-10
contig8,1047416,1048419,-10
contig8,1048511,1049237,-10
contig8,1061434,1065276,-10
contig8,1068142,1071526,-10
contig8,1072082,1075129,10
contig8,1076879,1080363,10
contig8,1083150,1084544,-10
contig8,1084988,1086208,10
contig8,1087772,1089846,10
contig8,1091508,1091940,10
contig8,1092674,1093888,-10
contig8,1094211,1096749,10
contig8,1097623,1100672,10
contig8,1104265,1104667,10
contig8,1105756,1106576,10
contig8,1108303,1112848,10
contig8,1115165,1115633,10
contig8,1130803,1131117,10
contig8,1153105,1155336,10
contig8,1164868,1166736,-10
contig8,1167095,1171448,10
contig8,1171802,1197492,10
contig8,1200038,1206140,-10
contig8,1207673,1211389,-10
contig8,1212242,1215847,-10
contig8,1217240,1219859,-10
contig8,1220204,1225696,10
contig8,1268757,1273689,10
contig8,1283761,1287468,-10
contig8,1288364,1289324,-10
contig8,1289582,1292626,10
contig8,1293650,1295612,-10
contig8,1298482,1298829,-10
contig8,1299447,1325575,-10
contig8,1326926,1329494,10
contig8,1330621,1332194,-10
contig8,1332932,1337007,10
contig8,1337754,1338782,-10
contig8,1344408,1354098,-10
contig8,1354581,1361831,10
contig8,1362474,1363748,-10
contig8,1377431,1378674,-10
contig8,1380731,1384429,-10
contig8,1386951,1388969,-10
contig8,1389319,1389795,10
contig8,1390376,1392203,10
contig8,1392995,1396312,10
contig8,1397239,1400574,10
contig8,1402262,1405950,10
contig8,1414196,1430592,10
contig8,1433588,1438289,-10
contig8,1440094,1441064,-10
contig8,1443461,1444493,-10
contig8,1446104,1451403,10
contig8,1452914,1454650,10
contig8,1456471,1462283,10
contig8,1471230,1474842,-10
contig8,1481194,1498868,-10
contig8,1499943,1502365,10
contig8,1507464,1509222,-10
contig8,1509309,1510258,10
contig8,1511349,1522283,-10
contig8,1524798,1526068,-10
contig8,1527396,1531002,10
contig8,1531095,1531322,10
contig8,1537128,1539171,10
contig8,1545121,1547743,10
contig8,1564274,1565508,10
contig8,1590209,1592495,10
contig8,1595891,1602222,10
contig8,1604227,1604997,-10
contig8,1605965,1607621,10
contig8,1610710,1611207,-10
contig8,1611440,1613810,10
contig8,1617569,1621004,10
contig8,1637660,1639067,10
contig8,1640859,1642108,10
contig8,1662515,1663954,10
contig8,1665133,1668849,10
contig8,1676647,1678647,10
contig8,1679003,1685113,-10
contig8,1689087,1691690,-10
contig8,1694937,1696965,-10
contig8,1697465,1703024,10
contig8,1705254,1707427,10
contig8,1709245,1713528,10
contig8,1715107,1718544,10
contig8,1719203,1719721,-10
contig8,1720759,1724831,10
contig8,1726011,1727557,-10
contig8,1728528,1731185,10
contig8,1735531,1736630,-10
contig8,1736899,1738697,10
contig8,1739737,1740739,10
contig8,1741038,1744179,10
contig8,1746180,1750280,-10
contig8,1751422,1751951,-10
contig8,1752223,1752832,10
contig8,1754476,1755756,-10
contig8,1757106,1759795,10
contig8,1762960,1765747,-10
contig8,1766386,1767339,10
contig8,1767421,1773166,10
contig8,1785218,1786927,10
contig8,1791113,1792978,-10
contig8,1794471,1795958,-10
contig8,1796155,1796892,-10
contig8,1800208,1801638,10
contig8,1822721,1824198,-10
contig8,1826904,1828162,-10
contig8,1828916,1831428,10
contig8,1851196,1852527,-10
contig8,1852792,1858830,10
contig8,1860872,1863677,-10
contig8,1863908,1870810,10
contig8,1872238,1874526,-10
contig8,1875336,1877483,-10
contig8,1878011,1878349,10
contig8,1879497,1883796,10
contig8,1884483,1886233,10
contig8,1889827,1890489,-10
contig8,1891709,1895572,10
contig8,1897104,1900348,10
contig8,1902468,1904990,10
contig8,1911271,1912725,-10
contig8,1919782,1920504,10
contig8,1923243,1925117,10
contig8,1959792,1961114,10
contig8,1966901,1970325,-10
contig8,1973218,1977095,-10
contig8,1979759,1980710,-10
contig8,1983056,1984485,10
contig8,2019934,2021645,-10
contig8,2022931,2025271,-10
contig8,2026079,2027449,10
contig8,2031714,2033710,-10
contig8,2034202,2035631,10
contig8,2037342,2039707,-10
contig8,2042734,2044011,-10
contig8,2045995,2047376,10
contig8,2049614,2053877,10
contig8,2064554,2065382,10
contig8,2132378,2133775,10
contig8,2138778,2140647,-10
contig8,2141930,2142535,-10
contig8,2156019,2156514,-10
contig8,2157972,2159306,10
contig8,2171891,2173158,-10
contig8,2187140,2188298,-10
contig8,2198348,2199773,-10
contig8,2200398,2201115,10
contig8,2207840,2208950,-10
contig8,2210398,2213562,-10
contig8,2216420,2220145,-10
contig8,2223028,2224643,10
contig8,2226637,2231419,-10
contig8,2235234,2239233,10
contig8,2262642,2266399,10
contig8,2267527,2267739,10
contig8,2267926,2269235,10
contig8,2288601,2290304,10
contig8,2292570,2295855,10
contig8,2296704,2301047,10
contig8,2306715,2313321,-10
contig8,2313811,2317306,10
contig8,2323726,2328407,-10
contig8,2330332,2332014,-10
contig8,2333504,2339509,10
contig8,2342011,2344726,-10
contig8,2346940,2353821,-10
contig8,2356828,2357971,-10
contig8,2358593,2362209,10
contig8,2364328,2367650,10
contig8,2370414,2372821,10
contig8,2373997,2375645,10
contig8,2376272,2377030,-10
contig8,2377243,2382123,10
contig8,2382825,2384098,-10
contig8,2387115,2389484,-10
contig8,2390834,2405822,-10
contig8,2407033,2408129,-10
contig8,2409091,2412984,10
contig8,2433411,2435764,10
contig8,2436123,2437486,10
contig8,2442151,2443257,10
contig8,2444794,2445831,10
contig8,2446664,2448941,10
contig8,2451033,2455380,10
contig8,2459461,2468222,-10
contig8,2468434,2471249,10
contig8,2473256,2473705,10
contig8,2477436,2477937,10
contig8,2480847,2483923,-10
contig8,2485668,2488123,10
contig8,2488326,2489512,10
contig8,2489540,2490611,10
contig8,2516980,2518590,-10
contig8,2545296,2546675,10
contig8,2547234,2547800,10
contig8,2550692,2552968,-10
contig8,2556664,2558927,10
contig8,2564539,2569538,-10
contig8,2569799,2572201,10
contig8,2576815,2577582,-10
contig8,2579438,2581519,-10
contig8,2582472,2584087,10
contig8,2589421,2591592,10
